,ID_EVENTO,ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,AREA,RDT_AJUSTADO,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Antes_Siem,ContEnfQui_Siem_Eme,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Antes_Siem,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Antes_Siem,FerOrg_Siem_Emer,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor
259,2545,2383,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,6.0,3970.3255813953488,5.0,48.0,61.0,71000.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,56.25,0.0,0.0,10.0,0.0,0.0,52.5,0,0,0,0,0,2
260,2550,2387,Manual,NO,PIONEER 30F35,Algodón,SI,Manual,SI,1.0,3441.860465116279,5.0,77.0,36.0,50000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,0,0,0,4
261,2553,2391,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,SI,2.0,3579.0697674418607,4.0,46.0,79.0,80000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,0,0,0,4
262,2554,2043,Mecanizado,NO,ADV 9339 (Syngenta),Algodón,SI,Mecanizada,NO,12.5,2072.093023255814,4.0,46.0,79.0,60000.0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
263,2560,2397,Mecanizado,NO,Otro,Algodón,SI,Manual,SI,5.0,4615.116279069767,5.0,46.0,71.0,62500.0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
264,2562,2044,Manual,NO,DK 234 YGRR,Algodón,NO,Manual,NO,3.0,2543.0232558139537,3.0,46.0,84.0,55000.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
265,2564,2045,Mecanizado,SI,PAC 105,Algodón,SI,Mecanizada,NO,9.5,1544.186046511628,5.0,46.0,92.0,60000.0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
266,2565,2046,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,3.0,1883.7209302325584,4.0,47.0,81.0,55000.0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
267,2566,2048,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,2.0,2669.767441860465,4.0,46.0,85.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
268,2567,2049,Mecanizado,NO,DK 234 YGRR,Algodón,SI,Manual,NO,7.0,2895.3488372093025,2.0,46.0,99.0,60000.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,2
269,2569,2050,Manual,NO,P4082 (Pioneer),Algodón,NO,Manual,NO,4.0,2955.813953488372,3.0,49.0,81.0,55000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
270,2573,2400,Mecanizado,NO,Otro,Algodón,SI,Mecanizada,NO,10.0,4651.162790697675,4.0,51.0,66.0,65500.0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
271,2575,2052,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,8.0,3051.1627906976746,4.0,47.0,84.0,60000.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
272,2576,2200,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,1.5,3813.953488372093,4.0,48.0,82.0,55000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
273,2577,2401,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,2.0,4651.162790697675,5.0,48.0,69.0,65000.0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0.0,0.0,106.5,0.0,0.0,37.5,0.0,0.0,97.5,0,0,0,0,0,3
274,2578,2205,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,3.0,4004.651162790698,4.0,46.0,80.0,60000.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
275,2579,2402,Mecanizado,NO,ADV 9339 (Syngenta),Algodón,SI,Mecanizada,NO,12.0,4837.209302325581,5.0,46.0,74.0,62500.0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
276,2580,2204,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,2.0,4238.372093023256,4.0,47.0,82.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
277,2581,2203,Mecanizado,NO,DK 234 YGRR,Algodón,SI,Manual,NO,3.0,4576.744186046512,4.0,46.0,83.0,60000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
278,2582,2202,Manual,NO,DK 234 YGRR,Algodón,NO,Manual,NO,1.0,3377.906976744186,4.0,40.0,94.0,60000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
279,2583,2201,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,2.5,4238.372093023256,3.0,50.0,78.0,55000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
280,2584,2214,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,2097.6744186046512,5.0,49.0,83.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
281,2585,2216,Mecanizado,NO,PAC 105,Algodón,NO,Manual,NO,1.8,3623.255813953489,4.0,47.0,81.0,62000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
282,2586,2215,Manual,NO,PAC 105,Algodón,NO,Manual,NO,1.5,2002.325581395349,5.0,44.0,84.0,55000.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
283,2587,2213,Manual,NO,Otro,Algodón,NO,Manual,NO,2.5,4767.441860465116,4.0,46.0,81.0,55000.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
284,2588,2274,Mecanizado,NO,DK 234 YGRR,Maiz,NO,Manual,NO,1.5,2260.4651162790697,4.0,47.0,85.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
285,2589,2275,Mecanizado,NO,DK 234 YGRR,Maiz,SI,Manual,NO,1.5,2383.720930232558,6.0,47.0,84.0,55000.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
286,2591,2276,Mecanizado,NO,PAC 105,Maiz,SI,Manual,NO,3.0,3051.1627906976746,5.0,47.0,82.0,55000.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
287,2592,2208,Mecanizado,NO,P3966 (Pioneer),Algodón,NO,Manual,SI,1.3,4290.697674418605,4.0,47.0,75.0,60000.0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
288,2594,2209,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,2.5,4520.930232558139,3.0,46.0,87.0,60000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
289,2595,2210,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,4.0,2543.0232558139537,4.0,46.0,78.0,60000.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
290,2596,2211,Mecanizado,NO,Otro,Algodón,NO,Manual,NO,2.0,1144.186046511628,3.0,47.0,79.0,60000.0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
291,2597,2212,Manual,NO,Otro,Algodón,SI,Manual,NO,3.0,4004.651162790698,4.0,47.0,89.0,60000.0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
292,2609,2422,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,1.0,3337.2093023255816,5.0,47.0,70.0,70000.0,14,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
293,2617,2323,Manual,NO,Otro,Algodón,NO,Manual,NO,1.2,1430.2325581395348,5.0,47.0,82.0,60000.0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
294,2618,2322,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,3.0,3767.441860465117,5.0,46.0,87.0,60000.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
295,2619,2321,Mecanizado,NO,DK 234 YGRR,Algodón,SI,Manual,NO,5.0,3955.813953488372,4.0,47.0,82.0,55000.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
296,2620,2320,Mecanizado,SI,PIONEER 30F35 HRR,Algodón,NO,Manual,NO,7.0,4709.302325581395,3.0,48.0,85.0,60000.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
297,2621,2319,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,2.0,4958.139534883721,5.0,48.0,82.0,60000.0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,4
298,2622,2318,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,1.5,2383.720930232558,4.0,46.0,82.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
299,2623,2288,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,4.0,2383.720930232558,4.0,48.0,83.0,60000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
300,2624,2286,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Mecanizada,NO,4.0,3861.627906976744,4.0,48.0,78.0,55000.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
301,2626,2285,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Manual,NO,3.0,2193.0232558139537,4.0,48.0,81.0,55000.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
302,2628,2284,Mecanizado,SI,DK 234 YGRR,Algodón,NO,Mecanizada,NO,3.5,2919.767441860465,4.0,17.0,109.0,60000.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
303,2629,2283,Mecanizado,SI,PAC 105,Algodón,SI,Mecanizada,NO,7.0,2002.325581395349,5.0,46.0,90.0,60000.0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
304,2630,2282,Mecanizado,SI,DK 234 YGRR,Algodón,SI,Manual,SI,20.0,3337.2093023255816,4.0,47.0,82.0,55000.0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
305,2632,2280,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,NO,1.5,2260.4651162790697,4.0,46.0,79.0,55000.0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
306,2633,2287,Mecanizado,NO,PAC 105,Algodón,NO,Manual,NO,1.0,2072.093023255814,4.0,46.0,79.0,"0     NaN
1     NaN
2     NaN
3     NaN
4     NaN
       ..
993   NaN
994   NaN
995   NaN
996   NaN
997   NaN
Name: AREA, Length: 882, dtype: float64",13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
307,2635,2436,Mecanizado,NO,NK254 (Syngenta),Algodón,SI,Manual,NO,1.0,3337.2093023255816,5.0,46.0,66.0,70000.0,14,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
308,2636,2437,Mecanizado,SI,NK254 (Syngenta),Algodón,SI,Manual,SI,2.0,2947.6744186046512,5.0,46.0,60.0,71000.0,14,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
309,2637,2438,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,4.0,2947.6744186046512,5.0,47.0,66.0,71000.0,14,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
310,2641,2439,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Manual,SI,1.5,4238.372093023256,5.0,47.0,84.0,70000.0,16,0,0,1,0,0,0,0,0,0,2,1,0,0,1,3,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,4
311,2643,2440,Mecanizado,NO,Otro,Algodón,SI,Mecanizada,NO,23.0,5953.488372093023,5.0,46.0,87.0,71000.0,15,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
312,2661,2444,Mecanizado,NO,PAC 105,Algodón,SI,Manual,SI,3.0,4625.581395348837,5.0,46.0,70.0,70000.0,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,96.0,0.0,0.0,2.5,0.0,0.0,60.0,0,0,0,0,0,5
313,2662,2445,Manual,NO,Otro,Algodón,SI,Manual,SI,1.3,5180.232558139535,5.0,47.0,73.0,71000.0,16,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
314,2663,2446,Mecanizado,NO,Impacto (Syngenta),Algodón,SI,Mecanizada,NO,10.0,4803.488372093023,5.0,47.0,73.0,71000.0,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,12.0,109.5,0.0,24.0,20.0,0.0,12.0,15.0,0,0,0,0,1,4
315,2666,2448,Mecanizado,NO,PIONEER 30F35 H,Maiz,SI,Manual,SI,4.5,4651.162790697675,5.0,47.0,72.0,71000.0,55,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,12.0,0.0,86.5,24.0,0.0,20.0,12.0,0.0,45.0,0,0,0,1,0,5
316,2668,2449,Mecanizado,NO,Impacto (Syngenta),Maiz,SI,Mecanizada,SI,16.0,4651.162790697675,5.0,47.0,70.0,70000.0,54,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,12.0,52.0,0.0,24.0,20.0,0.0,12.0,30.0,0,0,0,0,1,3
317,2669,2450,Mecanizado,NO,Otro,Algodón,SI,Manual,SI,10.0,4409.302325581395,5.0,47.0,73.0,70000.0,72,0,0,1,0,0,0,0,0,0,1,1,0,0,1,4,0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,4
318,2675,2454,Mecanizado,NO,Impacto (Syngenta),Maiz,SI,Mecanizada,SI,23.0,4850.581395348837,5.0,48.0,83.0,71000.0,50,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0.0,0.0,75.0,0.0,0.0,12.0,0.0,0.0,36.0,0,0,0,0,0,4
319,2678,2457,Mecanizado,NO,Impacto (Syngenta),Maiz,SI,Manual,SI,1.0,5023.2558139534885,5.0,47.0,72.0,70000.0,60,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
320,2679,2458,Mecanizado,NO,ADV 9339 (Syngenta),Maiz,SI,Mecanizada,SI,2.5,4651.162790697675,5.0,46.0,79.0,70000.0,60,0,0,1,0,0,0,0,0,0,2,1,0,0,1,3,0,0.0,29.0,72.0,0.0,20.0,10.0,0.0,0.0,30.0,0,0,0,0,2,4
321,2680,2459,Mecanizado,NO,Impacto (Syngenta),Maiz,SI,Mecanizada,SI,25.0,4651.162790697675,5.0,46.0,81.0,71000.0,60,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0.0,29.0,72.0,0.0,20.0,10.0,0.0,0.0,30.0,0,0,0,0,2,4
322,2681,2460,Mecanizado,NO,Impacto (Syngenta),Algodón,SI,Manual,SI,4.0,4615.116279069767,6.0,45.0,73.0,70000.0,61,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0.0,0.0,74.6,0.0,0.0,13.25,0.0,0.0,60.0,0,0,0,0,0,6
323,2687,2463,Mecanizado,NO,Otro,Algodón,SI,Manual,SI,2.0,4744.186046511628,5.0,46.0,70.0,70000.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,0,4
324,2688,2464,Manual,NO,ICA V 305,Algodón,SI,Manual,SI,1.0,4238.372093023256,5.0,47.0,69.0,66000.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
325,2690,2465,Manual,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,1.0,4834.883720930233,5.0,47.0,81.0,67000.0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
326,2694,2468,Manual,NO,Otro,Algodón,SI,Manual,SI,1.0,5441.860465116279,5.0,47.0,83.0,70000.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,4
327,2718,2474,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,1.0,4767.441860465116,5.0,48.0,71.0,67000.0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,4
328,2719,2475,Manual,NO,Otro,Algodón,SI,Manual,SI,1.0,4632.558139534884,5.0,48.0,77.0,68000.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
329,2721,2477,Manual,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,1.0,4651.162790697675,5.0,47.0,66.0,71000.0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
330,2722,2478,Mecanizado,NO,Otro,Algodón,SI,Manual,SI,1.0,4576.744186046512,5.0,47.0,76.0,65000.0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,0,0,3
331,2723,2479,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Manual,NO,7.0,4684.883720930233,5.0,46.0,84.0,71000.0,16,0,0,1,0,0,0,0,0,0,2,1,0,0,1,3,0,0.0,0.0,68.75,0.0,0.0,8.75,0.0,0.0,72.5,0,0,0,0,0,2
332,2733,2504,Manual,NO,Impacto (Syngenta),Maiz,SI,Manual,SI,1.0,4632.558139534884,5.0,46.0,74.0,70000.0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
333,2735,2506,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,2.0,4672.093023255814,5.0,46.0,73.0,71000.0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
334,2736,2495,Mecanizado,SI,DK 234,Maiz,SI,Manual,SI,4.0,4481.395348837209,6.0,46.0,77.0,80000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,2
335,2737,2481,Mecanizado,SI,DK 234,Maiz,SI,Manual,SI,4.0,3813.953488372093,6.0,45.0,77.0,54000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,0,0,0,4
336,2738,2487,Mecanizado,NO,DK 234,Maiz,SI,Manual,SI,2.0,4004.651162790698,5.0,46.0,82.0,72000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,2
337,2739,2488,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,SI,1.0,3813.953488372093,5.0,45.0,81.0,72000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,2
338,2740,2484,Mecanizado,NO,PAC 105,Algodón,NO,Manual,SI,1.5,3813.953488372093,5.0,45.0,88.0,60000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,2
339,2741,2485,Mecanizado,SI,DK 234,Algodón,NO,Manual,SI,2.0,4386.046511627907,6.0,44.0,92.0,65000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,3
340,2746,2482,Mecanizado,NO,DK 234,Algodón,NO,Manual,SI,9.5,4081.395348837209,5.0,45.0,77.0,60000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,150.0,0,0,0,0,0,4
341,2747,2483,Mecanizado,NO,P3966 (Pioneer),Algodón,NO,Manual,SI,13.0,4186.0465116279065,5.0,26.0,100.0,65000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0,0,0,0,4
342,2748,2486,Manual,NO,DK 234,Maiz,SI,Manual,SI,1.0,3906.9767441860463,5.0,46.0,80.0,50000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,2
343,2750,2490,Manual,SI,Impacto (Syngenta),Algodón,SI,Manual,SI,3.0,3627.9069767441856,6.0,40.0,88.0,60000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
344,2751,2491,Manual,NO,DK 234,Maiz,SI,Manual,SI,1.0,3720.9302325581393,4.0,41.0,85.0,50000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
345,2752,2492,Manual,NO,DK 234,Maiz,SI,Manual,SI,2.5,3906.9767441860463,5.0,45.0,81.0,60000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,0,0,0,2
